-- SHOP

sid;nazwa;kierownik
3304;20211128;2;62
3304;20211128;2;20
3304;20211128;2;56
3304;20211128;2;93
3304;20211128;2;71
3305;20211128;4;54
3305;20211128;4;48
3305;20211128;4;15
3305;20211128;4;84
3305;20211128;4;86
3305;20211128;4;70
3305;20211128;4;41
3305;20211128;4;92
3305;20211128;4;8
3306;20211128;2;48
3306;20211128;2;34
3306;20211128;2;44
3306;20211128;2;62
3306;20211128;2;36
3306;20211128;2;30
3306;20211128;2;72
3306;20211128;2;11
3306;20211128;2;12
3307;20211128;3;34
3308;20211128;3;15
3308;20211128;3;40
3308;20211128;3;26
3308;20211128;3;23
3309;20211128;2;26
3310;20211128;2;76
3310;20211128;2;11
3311;20211128;1;1
3311;20211128;1;5
3311;20211128;1;56
3311;20211128;1;23
3311;20211128;1;70
3312;20211128;1;17
3312;20211128;1;40
3313;20211128;3;20
3313;20211128;3;23
3313;20211128;3;70
3313;20211128;3;30
3313;20211128;3;71
3313;20211128;3;67
3313;20211128;3;85
3313;20211128;3;14
3313;20211128;3;12
3314;20211128;4;21
3314;20211128;4;35
3314;20211128;4;26
3314;20211128;4;20
3314;20211128;4;41
3314;20211128;4;30
3314;20211128;4;10
3314;20211128;4;66
3315;20211128;2;23
3315;20211128;2;13
3316;20211128;1;30
3317;20211128;1;35
3317;20211128;1;15
3317;20211128;1;97
3317;20211128;1;13
3317;20211128;1;92
3317;20211128;1;8
3318;20211128;4;62
3318;20211128;4;28
3318;20211128;4;46
3318;20211128;4;61
3318;20211128;4;94
3319;20211128;1;62
3319;20211128;1;31
3319;20211128;1;103
3319;20211128;1;56
3319;20211128;1;38
3319;20211128;1;89
3319;20211128;1;12
3320;20211128;3;26
3321;20211128;1;35
3321;20211128;1;27
3321;20211128;1;80
3321;20211128;1;56
3321;20211128;1;23
3321;20211128;1;70
3322;20211128;2;26
3322;20211128;2;27
3323;20211128;1;106
3323;20211128;1;15
3323;20211128;1;89
3323;20211128;1;12
3324;20211128;2;34
3324;20211128;2;62
3324;20211128;2;35
3324;20211128;2;40
3324;20211128;2;30
3324;20211128;2;63
3324;20211128;2;56
3324;20211128;2;10
3325;20211128;1;34
3325;20211128;1;23
3325;20211128;1;89
3326;20211128;2;48
3327;20211128;1;38
3327;20211128;1;18
3328;20211128;1;63
3328;20211128;1;49
3328;20211128;1;93
3329;20211128;3;63
3330;20211128;1;15
3330;20211128;1;23
3330;20211128;1;12
3330;20211128;1;18
3331;20211128;1;23
3332;20211128;4;40
3332;20211128;4;103
3332;20211128;4;100
3333;20211128;2;48
3333;20211128;2;34
3333;20211128;2;86
3333;20211128;2;39
3333;20211128;2;12
3334;20211128;2;67
3335;20211128;1;21
3335;20211128;1;54
3335;20211128;1;1
3335;20211128;1;26
3335;20211128;1;76
3335;20211128;1;23
3335;20211128;1;28
3335;20211128;1;92
3335;20211128;1;117
3335;20211128;1;49
3335;20211128;1;11
3336;20211128;1;60
3336;20211128;1;71
3336;20211128;1;9
3336;20211128;1;77
3337;20211128;1;37
3338;20211128;1;37
3339;20211128;1;35
3339;20211128;1;6
3340;20211128;2;43
3340;20211128;2;31
3340;20211128;2;3
3340;20211128;2;27
3340;20211128;2;84
3340;20211128;2;41
3340;20211128;2;28
3340;20211128;2;89
3340;20211128;2;6
3341;20211128;1;21
3341;20211128;1;71
3341;20211128;1;111
3342;20211128;2;64
3342;20211128;2;35
3342;20211128;2;22
3342;20211128;2;95
3342;20211128;2;109
3343;20211128;4;82
3344;20211128;4;40
3345;20211128;3;78
3345;20211128;3;40
3346;20211128;2;12
3346;20211128;2;91
3347;20211128;1;44
3347;20211128;1;62
3347;20211128;1;84
3347;20211128;1;5
3347;20211128;1;56
3347;20211128;1;38
3347;20211128;1;92
3348;20211128;1;23
3348;20211128;1;70
3348;20211128;1;61
3348;20211128;1;11
3349;20211128;1;62
3350;20211128;1;57
3350;20211128;1;15
3350;20211128;1;3
3351;20211128;4;35
3351;20211128;4;13
3351;20211128;4;70
3351;20211128;4;12
3352;20211128;2;39
3353;20211128;3;37
3354;20211128;1;1
3354;20211128;1;50
3354;20211128;1;86
3354;20211128;1;68
3354;20211128;1;16
3354;20211128;1;5
3354;20211128;1;56
3354;20211128;1;23
3355;20211128;1;72
3356;20211128;2;62
3356;20211128;2;15
3357;20211128;4;26
3358;20211128;1;29
3359;20211128;1;21
3359;20211128;1;62
3359;20211128;1;15
3359;20211128;1;18
3359;20211128;1;53
3359;20211128;1;77
3360;20211128;1;1
3360;20211128;1;35
3360;20211128;1;16
3360;20211128;1;41
3361;20211128;1;84
3361;20211128;1;28
3362;20211128;3;69
3363;20211128;2;73
3363;20211128;2;37
3364;20211128;1;37
3365;20211128;1;37
3366;20211128;3;18
3367;20211128;1;57
3367;20211128;1;34
3367;20211128;1;62
3367;20211128;1;38
3367;20211128;1;30
3367;20211128;1;63
3367;20211128;1;72
3368;20211128;2;25
3368;20211128;2;13
3368;20211128;2;38
3369;20211128;2;21
3369;20211128;2;40
3369;20211128;2;1
3370;20211128;4;57
3370;20211128;4;1
3370;20211128;4;34
3370;20211128;4;15
3370;20211128;4;16
3370;20211128;4;56
3370;20211128;4;13
3370;20211128;4;113
3370;20211128;4;93
3370;20211128;4;105
3370;20211128;4;61
3371;20211128;2;49
3372;20211128;1;4
3372;20211128;1;85
3373;20211128;1;64
3373;20211128;1;35
3374;20211128;3;25
3374;20211128;3;35
3374;20211128;3;93
3374;20211128;3;12
3375;20211128;1;25
3375;20211128;1;34
3375;20211128;1;50
3375;20211128;1;3
3375;20211128;1;76
3375;20211128;1;58
3375;20211128;1;59
3376;20211128;3;3
3376;20211128;3;82
3377;20211128;2;62
3377;20211128;2;35
3378;20211128;1;21
3378;20211128;1;1
3378;20211128;1;34
3378;20211128;1;44
3378;20211128;1;26
3378;20211128;1;70
3378;20211128;1;40
3378;20211128;1;8
3379;20211128;3;40
3380;20211128;1;35
3381;20211128;1;15
3381;20211128;1;45
3381;20211128;1;23
3381;20211128;1;28
3382;20211128;1;25
3382;20211128;1;23
3382;20211128;1;30
3382;20211128;1;18
3382;20211128;1;12
3383;20211128;4;40
3383;20211128;4;39
3384;20211128;3;44
3384;20211128;3;23
3384;20211128;3;111
3384;20211128;3;83
3384;20211128;3;12
3385;20211128;2;23
3386;20211128;1;34
3386;20211128;1;44
3387;20211128;1;35
3387;20211128;1;26
3387;20211128;1;56
3388;20211128;1;54
3388;20211128;1;23
3388;20211128;1;70
3389;20211128;1;63
3389;20211128;1;49
3390;20211128;3;17
3390;20211128;3;30
3390;20211128;3;63
3390;20211128;3;77
3391;20211128;2;23
3391;20211128;2;18
3391;20211128;2;63
3391;20211128;2;37
3391;20211128;2;56
3392;20211128;1;62
3392;20211128;1;35
3392;20211128;1;113
3392;20211128;1;12
3393;20211128;3;43
3393;20211128;3;15
3393;20211128;3;26
3393;20211128;3;30
3393;20211128;3;93
3394;20211128;1;23
3394;20211128;1;12
3395;20211128;4;23
3395;20211128;4;12
3395;20211128;4;40
3396;20211128;4;84
3396;20211128;4;46
3397;20211128;1;25
3397;20211128;1;15
3397;20211128;1;23
3397;20211128;1;12
3397;20211128;1;71
3397;20211128;1;112
3398;20211128;1;15
3398;20211128;1;56
3398;20211128;1;30
3398;20211128;1;37
3398;20211128;1;33
3398;20211128;1;12
3399;20211128;3;15
3399;20211128;3;22
3399;20211128;3;9
3400;20211127;4;1
3400;20211127;4;62
3400;20211127;4;50
3400;20211127;4;35
3401;20211127;1;35
3402;20211127;4;53
3402;20211127;4;9
3402;20211127;4;77
3403;20211127;2;37
3404;20211127;2;63
3404;20211127;2;61
3405;20211127;4;35
3406;20211127;1;35
3406;20211127;1;20
3406;20211127;1;41
3406;20211127;1;23
3406;20211127;1;12
3407;20211127;1;15
3407;20211127;1;3
3407;20211127;1;42
3408;20211127;1;26
3409;20211127;1;40
3409;20211127;1;26
3409;20211127;1;23
3409;20211127;1;30
3410;20211127;2;23
3410;20211127;2;30
3410;20211127;2;18
3411;20211127;1;44
3411;20211127;1;50
3411;20211127;1;15
3411;20211127;1;26
3411;20211127;1;16
3411;20211127;1;97
3411;20211127;1;23
3411;20211127;1;78
3411;20211127;1;38
3411;20211127;1;63
3412;20211127;1;57
3412;20211127;1;1
3412;20211127;1;34
3412;20211127;1;80
3412;20211127;1;40
3413;20211127;2;25
3413;20211127;2;57
3413;20211127;2;26
3413;20211127;2;45
3413;20211127;2;41
3413;20211127;2;40
3413;20211127;2;30
3413;20211127;2;18
3413;20211127;2;12
3414;20211127;1;21
3414;20211127;1;30
3414;20211127;1;63
3415;20211127;3;1
3415;20211127;3;3
3415;20211127;3;11
3416;20211127;1;28
3416;20211127;1;74
3416;20211127;1;37
3417;20211127;1;30
3418;20211127;1;37
3419;20211127;1;40
3420;20211127;1;57
3420;20211127;1;64
3421;20211127;2;4
3421;20211127;2;30
3422;20211127;1;40
3422;20211127;1;62
3422;20211127;1;15
3422;20211127;1;23
3422;20211127;1;28
3423;20211127;1;23
3423;20211127;1;93
3423;20211127;1;94
3424;20211127;4;57
3424;20211127;4;1
3424;20211127;4;62
3424;20211127;4;15
3424;20211127;4;40
3424;20211127;4;87
3425;20211127;4;21
3425;20211127;4;28
3425;20211127;4;38
3425;20211127;4;63
3426;20211127;1;23
3427;20211127;4;30
3428;20211127;1;62
3428;20211127;1;35
3428;20211127;1;15
3429;20211127;1;27
3430;20211127;3;25
3430;20211127;3;34
3430;20211127;3;35
3430;20211127;3;15
3430;20211127;3;23
3430;20211127;3;17
3430;20211127;3;30
3430;20211127;3;18
3431;20211127;4;84
3431;20211127;4;63
3431;20211127;4;33
3431;20211127;4;58
3432;20211127;1;15
3432;20211127;1;31
3432;20211127;1;26
3432;20211127;1;38
3433;20211127;4;15
3433;20211127;4;56
3433;20211127;4;11
3434;20211127;2;21
3434;20211127;2;26
3434;20211127;2;23
3434;20211127;2;40
3434;20211127;2;30
3435;20211127;2;37
3436;20211127;2;21
3436;20211127;2;64
3436;20211127;2;34
3436;20211127;2;44
3436;20211127;2;29
3436;20211127;2;62
3436;20211127;2;35
3436;20211127;2;15
3436;20211127;2;89
3436;20211127;2;59
3437;20211127;2;64
3437;20211127;2;35
3437;20211127;2;23
3437;20211127;2;63
3438;20211127;3;46
3438;20211127;3;12
3438;20211127;3;94
3439;20211127;1;37
3440;20211127;1;26
3440;20211127;1;18
3440;20211127;1;58
3441;20211127;3;21
3441;20211127;3;30
3441;20211127;3;37
3441;20211127;3;67
3442;20211127;1;62
3442;20211127;1;50
3442;20211127;1;15
3442;20211127;1;40
3443;20211127;1;37
3444;20211127;3;37
3445;20211127;2;34
3445;20211127;2;41
3445;20211127;2;103
3445;20211127;2;23
3445;20211127;2;13
3445;20211127;2;46
3445;20211127;2;101
3445;20211127;2;8
3446;20211127;1;34
3446;20211127;1;35
3446;20211127;1;15
3446;20211127;1;31
3446;20211127;1;26
3446;20211127;1;16
3446;20211127;1;5
3446;20211127;1;23
3446;20211127;1;30
3446;20211127;1;33
3446;20211127;1;72
3446;20211127;1;77
3446;20211127;1;111
3446;20211127;1;59
3447;20211127;2;1
3447;20211127;2;34
3447;20211127;2;44
3447;20211127;2;15
3447;20211127;2;22
3448;20211127;1;40
3448;20211127;1;48
3448;20211127;1;1
3448;20211127;1;35
3448;20211127;1;12
3449;20211127;1;3
3449;20211127;1;26
3449;20211127;1;84
3449;20211127;1;41
3449;20211127;1;16
3449;20211127;1;23
3449;20211127;1;40
3449;20211127;1;61
3450;20211127;4;35
3450;20211127;4;26
3451;20211127;1;35
3451;20211127;1;20
3452;20211127;2;50
3452;20211127;2;73
3452;20211127;2;17
3452;20211127;2;53
3452;20211127;2;51
3453;20211127;1;16
3453;20211127;1;38
3453;20211127;1;92
3454;20211127;1;40
3454;20211127;1;48
3454;20211127;1;44
3454;20211127;1;35
3454;20211127;1;84
3454;20211127;1;2
3454;20211127;1;68
3454;20211127;1;74
3454;20211127;1;12
3454;20211127;1;108
3454;20211127;1;83
3455;20211127;3;40
3455;20211127;3;44
3455;20211127;3;15
3455;20211127;3;20
3455;20211127;3;38
3455;20211127;3;11
3455;20211127;3;91
3456;20211127;4;50
3456;20211127;4;37
3456;20211127;4;12
3457;20211127;1;54
3457;20211127;1;40
3457;20211127;1;57
3457;20211127;1;62
3457;20211127;1;15
3457;20211127;1;23
3457;20211127;1;47
3458;20211127;4;1
3458;20211127;4;44
3458;20211127;4;15
3458;20211127;4;2
3458;20211127;4;71
3459;20211127;1;26
3459;20211127;1;13
3460;20211127;2;58
3461;20211127;2;57
3461;20211127;2;44
3461;20211127;2;31
3461;20211127;2;102
3461;20211127;2;38
3461;20211127;2;95
3461;20211127;2;12
3461;20211127;2;61
3461;20211127;2;11
3462;20211127;4;22
3462;20211127;4;84
3462;20211127;4;41
3462;20211127;4;80
3462;20211127;4;28
3462;20211127;4;12
3463;20211127;2;12
3463;20211127;2;83
3464;20211127;4;40
3464;20211127;4;34
3464;20211127;4;97
3464;20211127;4;56
3464;20211127;4;102
3464;20211127;4;111
3464;20211127;4;87
3465;20211127;4;44
3465;20211127;4;62
3465;20211127;4;35
3465;20211127;4;15
3466;20211127;4;30
3467;20211127;4;26
3467;20211127;4;23
3468;20211127;1;29
3468;20211127;1;62
3468;20211127;1;26
3468;20211127;1;20
3468;20211127;1;39
3468;20211127;1;112
3469;20211127;4;48
3469;20211127;4;34
3469;20211127;4;26
3469;20211127;4;16
3469;20211127;4;56
3469;20211127;4;23
3469;20211127;4;54
3469;20211127;4;73
3469;20211127;4;30
3469;20211127;4;39
3470;20211127;1;37
3471;20211127;1;25
3471;20211127;1;34
3471;20211127;1;62
3471;20211127;1;35
3471;20211127;1;31
3471;20211127;1;20
3471;20211127;1;33
3472;20211127;2;27
3472;20211127;2;30
3473;20211127;1;63
3474;20211127;1;70
3474;20211127;1;30
3475;20211127;1;44
3475;20211127;1;35
3475;20211127;1;15
3476;20211127;2;15
3476;20211127;2;20
3476;20211127;2;23
3476;20211127;2;83
3477;20211127;2;48
3477;20211127;2;62
3477;20211127;2;15
3477;20211127;2;23
3477;20211127;2;8
3477;20211127;2;72
3478;20211127;2;56
3479;20211127;3;35
3479;20211127;3;15
3479;20211127;3;26
3479;20211127;3;40
3480;20211127;3;42
3480;20211127;3;40
3480;20211127;3;8
3481;20211127;3;64
3481;20211127;3;1
3481;20211127;3;34
3481;20211127;3;15
3481;20211127;3;26
3481;20211127;3;38
3481;20211127;3;89
3481;20211127;3;113
3481;20211127;3;61
3482;20211127;1;40
3483;20211127;1;21
3483;20211127;1;62
3483;20211127;1;31
3483;20211127;1;26
3483;20211127;1;20
3483;20211127;1;2
3483;20211127;1;104
3483;20211127;1;56
3483;20211127;1;42
3483;20211127;1;36
3483;20211127;1;30
3483;20211127;1;93
3483;20211127;1;77
3483;20211127;1;11
3484;20211127;1;21
3484;20211127;1;84
3484;20211127;1;32
3484;20211127;1;91
3485;20211127;2;57
3485;20211127;2;40
3485;20211127;2;31
3485;20211127;2;16
3485;20211127;2;38
3485;20211127;2;41
3485;20211127;2;67
3485;20211127;2;61
3485;20211127;2;11
3486;20211127;3;25
3486;20211127;3;54
3487;20211127;3;20
3488;20211127;2;37
3488;20211127;2;93
3489;20211127;3;57
3489;20211127;3;62
3489;20211127;3;35
3489;20211127;3;103
3489;20211127;3;56
3489;20211127;3;23
3489;20211127;3;89
3489;20211127;3;18
3489;20211127;3;67
3489;20211127;3;58
3490;20211127;1;15
3490;20211127;1;23
3490;20211127;1;78
3491;20211127;4;35
3491;20211127;4;15
3491;20211127;4;40
3491;20211127;4;13
3491;20211127;4;113
3491;20211127;4;30
3491;20211127;4;55
3491;20211127;4;56
3492;20211127;3;15
3492;20211127;3;23
3492;20211127;3;12
3493;20211127;2;1
3493;20211127;2;62
3493;20211127;2;50
3493;20211127;2;35
3493;20211127;2;56
3493;20211127;2;13
3493;20211127;2;55
3494;20211127;1;35
3494;20211127;1;15
3494;20211127;1;23
3494;20211127;1;28
3494;20211127;1;30
3494;20211127;1;10
3494;20211127;1;11
3495;20211127;1;35
3495;20211127;1;15
3495;20211127;1;31
3495;20211127;1;16
3495;20211127;1;5
3495;20211127;1;39
3495;20211127;1;96
3495;20211127;1;8
3495;20211127;1;11
3496;20211127;2;64
3496;20211127;2;62
3496;20211127;2;65
3496;20211127;2;35
3496;20211127;2;15
3496;20211127;2;40
3496;20211127;2;31
3496;20211127;2;20
3496;20211127;2;23
3496;20211127;2;70
3496;20211127;2;38
3497;20211127;4;21
3497;20211127;4;16
3497;20211127;4;4
3497;20211127;4;92
3497;20211127;4;12
3498;20211127;2;44
3498;20211127;2;52
3498;20211127;2;42
3498;20211127;2;12
3499;20211127;1;64
3499;20211127;1;62
3499;20211127;1;16
3499;20211127;1;19
3499;20211127;1;13
3499;20211127;1;47
3500;20211126;1;40
3500;20211126;1;48
3500;20211126;1;65
3500;20211126;1;84
3500;20211126;1;41
3500;20211126;1;16
3500;20211126;1;30
3500;20211126;1;87
3500;20211126;1;83
3501;20211126;2;37
3502;20211126;3;21
3502;20211126;3;44
3502;20211126;3;26
3502;20211126;3;13
3502;20211126;3;30
3503;20211126;2;15
3503;20211126;2;23
3503;20211126;2;63
3504;20211126;2;12
3505;20211126;3;15
3505;20211126;3;40
3506;20211126;1;64
3506;20211126;1;62
3506;20211126;1;35
3506;20211126;1;5
3506;20211126;1;70
3506;20211126;1;116
3506;20211126;1;38
3506;20211126;1;41
3506;20211126;1;73
3506;20211126;1;12
3506;20211126;1;63
3506;20211126;1;66
3506;20211126;1;59
3506;20211126;1;83
3507;20211126;2;40
3508;20211126;2;35
3508;20211126;2;81
3508;20211126;2;12
3509;20211126;1;64
3509;20211126;1;1
3509;20211126;1;34
3509;20211126;1;35
3509;20211126;1;107
3509;20211126;1;104
3509;20211126;1;40
3509;20211126;1;30
3509;20211126;1;66
3510;20211126;4;15
3511;20211126;4;34
3511;20211126;4;62
3511;20211126;4;2
3511;20211126;4;104
3511;20211126;4;38
3511;20211126;4;40
3511;20211126;4;30
3511;20211126;4;39
3512;20211126;1;77
3513;20211126;2;21
3513;20211126;2;45
3513;20211126;2;23
3513;20211126;2;40
3513;20211126;2;82
3514;20211126;4;22
3514;20211126;4;56
3514;20211126;4;23
3514;20211126;4;30
3514;20211126;4;82
3515;20211126;3;21
3515;20211126;3;15
3515;20211126;3;5
3515;20211126;3;89
3515;20211126;3;117
3515;20211126;3;40
3515;20211126;3;10
3516;20211126;1;23
3516;20211126;1;30
3516;20211126;1;18
3516;20211126;1;63
3516;20211126;1;8
3517;20211126;1;15
3517;20211126;1;23
3517;20211126;1;81
3517;20211126;1;40
3517;20211126;1;13
3518;20211126;4;1
3518;20211126;4;77
3519;20211126;4;38
3520;20211126;2;21
3520;20211126;2;11
3521;20211126;1;40
3521;20211126;1;35
3521;20211126;1;15
3521;20211126;1;31
3521;20211126;1;56
3521;20211126;1;23
3521;20211126;1;108
3522;20211126;2;12
3523;20211126;1;34
3523;20211126;1;23
3523;20211126;1;111
3523;20211126;1;11
3523;20211126;1;12
3524;20211126;1;35
3524;20211126;1;15
3524;20211126;1;56
3524;20211126;1;38
3524;20211126;1;40
3524;20211126;1;18
3524;20211126;1;63
3525;20211126;1;40
3525;20211126;1;95
3526;20211126;2;62
3526;20211126;2;40
3526;20211126;2;38
3527;20211126;1;94
3528;20211126;1;21
3528;20211126;1;25
3528;20211126;1;1
3528;20211126;1;35
3528;20211126;1;15
3528;20211126;1;40
3528;20211126;1;31
3528;20211126;1;20
3528;20211126;1;76
3528;20211126;1;23
3528;20211126;1;70
3528;20211126;1;30
3528;20211126;1;11
3529;20211126;2;25
3530;20211126;1;1
3530;20211126;1;26
3530;20211126;1;84
3530;20211126;1;56
3530;20211126;1;23
3531;20211126;1;70
3532;20211126;1;57
3532;20211126;1;15
3532;20211126;1;31
3532;20211126;1;20
3533;20211126;3;94
3534;20211126;1;94
3535;20211126;1;25
3535;20211126;1;23
3536;20211126;1;44
3537;20211126;4;64
3537;20211126;4;44
3537;20211126;4;50
3537;20211126;4;15
3537;20211126;4;38
3537;20211126;4;30
3537;20211126;4;18
3537;20211126;4;61
3538;20211126;3;15
3538;20211126;3;32
3538;20211126;3;38
3538;20211126;3;41
3539;20211126;1;62
3539;20211126;1;15
3539;20211126;1;20
3539;20211126;1;4
3539;20211126;1;32
3539;20211126;1;42
3539;20211126;1;72
3539;20211126;1;111
3539;20211126;1;61
3539;20211126;1;90
3539;20211126;1;94
3539;20211126;1;12
3540;20211126;4;63
3541;20211126;1;15
3541;20211126;1;4
3541;20211126;1;30
3541;20211126;1;61
3541;20211126;1;112
3542;20211126;1;35
3542;20211126;1;67
3543;20211126;2;15
3543;20211126;2;24
3544;20211126;1;69
3544;20211126;1;64
3544;20211126;1;1
3544;20211126;1;44
3544;20211126;1;62
3544;20211126;1;15
3544;20211126;1;78
3544;20211126;1;115
3544;20211126;1;52
3544;20211126;1;30
3544;20211126;1;18
3544;20211126;1;77
3544;20211126;1;83
3544;20211126;1;12
3545;20211126;2;63
3546;20211126;4;27
3546;20211126;4;16
3546;20211126;4;30
3546;20211126;4;18
3546;20211126;4;53
3546;20211126;4;11
3547;20211126;1;35
3548;20211126;2;37
3549;20211126;1;37
3550;20211126;1;23
3551;20211126;1;64
3552;20211126;4;1
3552;20211126;4;44
3552;20211126;4;40
3552;20211126;4;23
3552;20211126;4;42
3552;20211126;4;30
3552;20211126;4;63
3552;20211126;4;93
3552;20211126;4;109
3553;20211126;3;23
3553;20211126;3;46
3553;20211126;3;30
3554;20211126;4;82
3555;20211126;1;25
3555;20211126;1;30
3556;20211126;2;15
3556;20211126;2;72
3556;20211126;2;61
3557;20211126;1;44
3557;20211126;1;67
3558;20211126;4;34
3558;20211126;4;12
3559;20211126;1;106
3559;20211126;1;1
3559;20211126;1;35
3559;20211126;1;31
3559;20211126;1;78
3560;20211126;3;1
3560;20211126;3;34
3560;20211126;3;62
3560;20211126;3;35
3560;20211126;3;26
3560;20211126;3;20
3560;20211126;3;16
3560;20211126;3;76
3560;20211126;3;23
3560;20211126;3;75
3560;20211126;3;41
3560;20211126;3;30
3560;20211126;3;61
3560;20211126;3;11
3561;20211126;1;25
3561;20211126;1;44
3561;20211126;1;50
3561;20211126;1;15
3561;20211126;1;31
3561;20211126;1;26
3561;20211126;1;70
3561;20211126;1;36
3562;20211126;2;45
3562;20211126;2;30
3562;20211126;2;39
3563;20211126;2;43
3563;20211126;2;62
3563;20211126;2;50
3563;20211126;2;35
3563;20211126;2;15
3563;20211126;2;20
3563;20211126;2;45
3563;20211126;2;2
3563;20211126;2;86
3563;20211126;2;41
3563;20211126;2;68
3563;20211126;2;56
3563;20211126;2;75
3563;20211126;2;101
3563;20211126;2;61
3564;20211126;1;15
3564;20211126;1;39
3565;20211126;1;35
3565;20211126;1;23
3565;20211126;1;28
3565;20211126;1;13
3566;20211126;1;21
3566;20211126;1;27
3566;20211126;1;23
3566;20211126;1;39
3566;20211126;1;72
3566;20211126;1;12
3567;20211126;2;26
3567;20211126;2;23
3567;20211126;2;100
3567;20211126;2;30
3567;20211126;2;37
3567;20211126;2;72
3568;20211126;4;4
3569;20211126;4;57
3569;20211126;4;35
3569;20211126;4;83
3570;20211126;1;23
3570;20211126;1;67
3571;20211126;4;38
3571;20211126;4;30
3572;20211126;1;62
3572;20211126;1;35
3572;20211126;1;26
3572;20211126;1;84
3572;20211126;1;41
3572;20211126;1;12
3572;20211126;1;30
3572;20211126;1;39
3572;20211126;1;37
3572;20211126;1;58
3572;20211126;1;11
3573;20211126;1;44
3574;20211126;2;64
3574;20211126;2;44
3574;20211126;2;15
3574;20211126;2;40
3574;20211126;2;31
3574;20211126;2;38
3574;20211126;2;73
3574;20211126;2;12
3574;20211126;2;72
3575;20211126;1;44
3575;20211126;1;15
3575;20211126;1;40
3575;20211126;1;20
3575;20211126;1;27
3575;20211126;1;11
3575;20211126;1;91
3576;20211126;3;40
3576;20211126;3;1
3576;20211126;3;62
3576;20211126;3;35
3576;20211126;3;28
3576;20211126;3;70
3576;20211126;3;71
